sensitivity,drift,snr,pressure,temp
0.0,0.0,-inf,0.0,-100.0
0.0,0.0,-inf,0.0,-70.0
0.0,0.0,-inf,0.0,-40.0
0.0,0.0,-inf,0.0,-10.0
0.0,0.0,-inf,0.0,20.0
78.58443893109586,0.10577872497999694,7.159090892209735,111.11111111111111,-100.0
78.58443893109586,0.10577872497999694,7.159090892209735,111.11111111111111,-70.0
78.58443893109586,0.10577872497999694,7.159090892209735,111.11111111111111,-40.0
78.58443893109586,0.10577872497999694,7.159090892209735,111.11111111111111,-10.0
78.58443893109586,0.10577872497999694,7.159090892209735,111.11111111111111,20.0
157.16887786219172,0.21155744995999387,7.159090892209735,222.22222222222223,-100.0
157.16887786219172,0.21155744995999387,7.159090892209735,222.22222222222223,-70.0
157.16887786219172,0.21155744995999387,7.159090892209735,222.22222222222223,-40.0
157.16887786219172,0.21155744995999387,7.159090892209735,222.22222222222223,-10.0
157.16887786219172,0.21155744995999387,7.159090892209735,222.22222222222223,20.0
235.7533167932876,0.3173361749399904,7.159090892209736,333.33333333333337,-100.0
235.7533167932876,0.3173361749399904,7.159090892209736,333.33333333333337,-70.0
235.7533167932876,0.3173361749399904,7.159090892209736,333.33333333333337,-40.0
235.7533167932876,0.3173361749399904,7.159090892209736,333.33333333333337,-10.0
235.7533167932876,0.3173361749399904,7.159090892209736,333.33333333333337,20.0
314.33775572438344,0.42311489991998774,7.159090892209735,444.44444444444446,-100.0
314.33775572438344,0.42311489991998774,7.159090892209735,444.44444444444446,-70.0
314.33775572438344,0.42311489991998774,7.159090892209735,444.44444444444446,-40.0
314.33775572438344,0.42311489991998774,7.159090892209735,444.44444444444446,-10.0
314.33775572438344,0.42311489991998774,7.159090892209735,444.44444444444446,20.0
392.92219465547925,0.5288936248999843,7.159090892209735,555.5555555555555,-100.0
392.92219465547925,0.5288936248999843,7.159090892209735,555.5555555555555,-70.0
392.92219465547925,0.5288936248999843,7.159090892209735,555.5555555555555,-40.0
392.92219465547925,0.5288936248999843,7.159090892209735,555.5555555555555,-10.0
392.92219465547925,0.5288936248999843,7.159090892209735,555.5555555555555,20.0
471.5066335865752,0.6346723498799808,7.159090892209736,666.6666666666667,-100.0
471.5066335865752,0.6346723498799808,7.159090892209736,666.6666666666667,-70.0
471.5066335865752,0.6346723498799808,7.159090892209736,666.6666666666667,-40.0
471.5066335865752,0.6346723498799808,7.159090892209736,666.6666666666667,-10.0
471.5066335865752,0.6346723498799808,7.159090892209736,666.6666666666667,20.0
550.091072517671,0.7404510748599779,7.159090892209736,777.7777777777778,-100.0
550.091072517671,0.7404510748599779,7.159090892209736,777.7777777777778,-70.0
550.091072517671,0.7404510748599779,7.159090892209736,777.7777777777778,-40.0
550.091072517671,0.7404510748599779,7.159090892209736,777.7777777777778,-10.0
550.091072517671,0.7404510748599779,7.159090892209736,777.7777777777778,20.0
628.6755114487669,0.8462297998399755,7.159090892209735,888.8888888888889,-100.0
628.6755114487669,0.8462297998399755,7.159090892209735,888.8888888888889,-70.0
628.6755114487669,0.8462297998399755,7.159090892209735,888.8888888888889,-40.0
628.6755114487669,0.8462297998399755,7.159090892209735,888.8888888888889,-10.0
628.6755114487669,0.8462297998399755,7.159090892209735,888.8888888888889,20.0
707.2599503798626,0.9520085248199722,7.159090892209735,1000.0,-100.0
707.2599503798626,0.9520085248199722,7.159090892209735,1000.0,-70.0
707.2599503798626,0.9520085248199722,7.159090892209735,1000.0,-40.0
707.2599503798626,0.9520085248199722,7.159090892209735,1000.0,-10.0
707.2599503798626,0.9520085248199722,7.159090892209735,1000.0,20.0
